id,prediction
1562,4
1564,4
1565,4
1566,4
1567,4
1568,4
1569,4
1570,4
1572,4
1575,4
1577,4
1578,4
1580,4
1583,4
1584,4
1587,4
1589,4
1590,4
1591,4
1592,4
1594,4
1595,4
1596,4
1597,4
1598,4
1599,4
1600,4
1601,4
1602,4
1603,4
1605,4
1606,4
1607,4
1608,4
1609,4
1611,4
1612,4
1615,4
1616,4
1619,4
1620,4
1621,4
1623,4
1624,4
1625,4
1626,4
1627,4
1628,4
1629,4
1630,4
1631,4
1633,4
1634,4
1635,4
1636,4
1640,4
1641,4
1644,4
1645,4
1646,4
1647,4
1651,4
1652,4
1653,4
1654,4
1655,4
1657,4
1658,4
1661,4
1662,4
1663,4
1664,4
1665,4
1666,4
1667,4
1668,4
1669,4
1670,4
1671,4
1672,4
1674,4
1675,4
1676,4
1677,4
1679,4
1681,4
1682,4
1683,4
1684,4
1686,4
1687,4
1688,4
1689,4
1692,4
1694,4
1696,4
1697,4
1698,4
1702,4
1704,4
1705,4
1706,4
1707,4
1708,4
1709,4
1713,4
1720,4
1721,4
1722,4
1725,4
1726,4
1727,4
1730,4
1732,4
1733,4
1734,4
1735,4
1736,4
1738,4
1739,4
1740,4
1743,4
1744,4
1746,4
1747,4
1749,4
1750,4
1751,4
1752,4
1754,4
1756,4
1757,4
1758,4
1759,4
1766,4
1767,4
1768,4
1769,4
1770,4
1771,4
1772,4
1773,4
1775,4
1777,4
1778,4
1779,4
1780,4
1781,4
1783,4
1784,4
1788,4
1789,4
1790,4
1791,4
1792,4
1793,4
1794,4
1796,4
1797,4
1799,4
1800,4
1801,4
1802,4
1804,4
1806,4
1807,4
1808,4
1809,4
1810,4
1811,4
1812,4
1813,4
1814,4
1815,4
1816,4
1817,4
1819,4
1820,4
1822,4
1823,4
1824,4
1825,4
1827,4
1828,4
1829,4
1830,4
1831,4
1833,4
1834,4
1836,4
1837,4
1838,4
1841,4
1842,4
1844,4
1846,4
1847,4
1848,4
1849,4
1850,4
1852,4
1853,4
1854,4
1857,4
1858,4
1859,4
1860,4
1861,4
1862,4
1863,4
1864,4
1865,4
1866,4
1867,4
1871,4
1873,4
1875,4
1879,4
1880,4
1882,4
1884,4
1885,4
1886,4
1887,4
1888,4
1892,4
1893,4
1899,4
1900,4
1901,4
1902,4
1903,4
1905,4
1907,4
1908,4
1909,4
1911,4
1914,4
1915,4
1917,4
1919,4
1920,4
1921,4
1922,4
1923,4
1924,4
1925,4
1926,4
1929,4
1930,4
1931,4
1932,4
1933,4
1934,4
1935,4
1938,4
1940,4
1941,4
1942,4
1946,4
1947,4
1948,4
1949,4
1950,4
1952,4
1953,4
1955,4
1956,4
1958,4
1959,4
1960,4
1963,4
1965,4
1966,4
1967,4
1968,4
1969,4
1970,4
1972,4
1973,4
1974,4
1975,4
1976,4
1977,4
1978,4
1979,4
1980,4
1981,4
1982,4
1983,4
1985,4
1986,4
1987,4
1988,4
1989,4
1990,4
1991,4
1992,4
1993,4
1995,4
1996,4
1998,4
2001,4
2002,4
2003,4
2004,4
2006,4
2007,4
2008,4
2009,4
2010,4
2011,4
2012,4
2013,4
2014,4
2015,4
2016,4
2017,4
2019,4
2021,4
2022,4
2024,4
2025,4
2028,4
2029,4
2030,4
2031,4
2032,4
2033,4
2034,4
2037,4
2038,4
2039,4
2040,4
2042,4
2044,4
2045,4
2048,4
2050,4
2052,4
2053,4
2054,4
2056,4
2057,4
2059,4
2060,4
2061,4
2062,4
2064,4
2066,4
2069,4
2070,4
2071,4
2072,4
2073,4
2074,4
2076,4
2081,4
2082,4
2083,4
2084,4
2085,4
2086,4
2087,4
2088,4
2089,4
2090,4
2094,4
2095,4
2096,4
2097,4
2098,4
2100,4
2103,4
2104,4
2105,4
2108,4
2109,4
2110,4
2111,4
2112,4
2113,4
2114,4
2116,4
2117,4
2120,4
2122,4
2123,4
2124,4
2125,4
2126,4
2127,4
2128,4
2129,4
2131,4
2134,4
2135,4
2139,4
2140,4
2141,4
2142,4
2143,4
2144,4
2145,4
2146,4
2147,4
2148,4
2149,4
2150,4
2151,4
2152,4
2153,4
2155,4
2156,4
2157,4
2158,4
2159,4
2160,4
2161,4
2162,4
2163,4
2164,4
2169,4
2170,4
2171,4
2174,4
2175,4
2179,4
2180,4
2181,4
2182,4
2185,4
2186,4
2187,4
2188,4
2189,4
2191,4
2192,4
2194,4
2195,4
2196,4
2197,4
2199,4
2201,4
2202,4
2203,4
2205,4
2206,4
2207,4
2210,4
2211,4
2212,4
2213,4
2214,4
2215,4
2216,4
2218,4
2219,4
2220,4
2224,4
2225,4
2226,4
2227,4
2229,4
2230,4
2232,4
2233,4
2234,4
2236,4
2237,4
2239,4
2240,4
2241,4
2242,4
2243,4
2245,4
2246,4
2247,4
2249,4
2251,4
2253,4
2254,4
2255,4
2256,4
2260,4
2262,4
2263,4
2264,4
2265,4
2266,4
2268,4
2269,4
2270,4
2271,4
2274,4
2275,4
2276,4
2278,4
2280,4
2281,4
2282,4
2283,4
2284,4
2285,4
2286,4
2288,4
2289,4
2290,4
2291,4
2292,4
2293,4
2294,4
2296,4
2298,4
2301,4
2303,4
2305,4
2307,4
2309,4
2311,4
2313,4
2314,4
2315,4
2317,4
2318,4
2319,4
2321,4
2322,4
2323,4
2324,4
2326,4
2327,4
2328,4
2331,4
2332,4
2333,4
2335,4
2337,4
2338,4
2339,4
2340,4
2341,4
2342,4
2343,4
2344,4
2345,4
2346,4
2347,4
2348,4
2350,4
2351,4
2352,4
2353,4
2355,4
2356,4
2357,4
2358,4
2359,4
2360,4
2361,4
2362,4
2363,4
2364,4
2365,4
2366,4
2371,4
2372,4
2373,4
2375,4
2376,4
2378,4
2381,4
2382,4
2383,4
2384,4
2385,4
2387,4
2388,4
2389,4
2390,4
2392,4
2393,4
2394,4
2395,4
2396,4
2397,4
2398,4
2401,4
2404,4
2405,4
2406,4
2407,4
2408,4
2410,4
2411,4
2412,4
2414,4
2416,4
2417,4
2418,4
2419,4
2420,4
2421,4
2423,4
2424,4
2425,4
2429,4
2430,4
2432,4
2434,4
2435,4
2436,4
2437,4
2438,4
2439,4
2441,4
2442,4
2443,4
2445,4
2446,4
2447,4
2448,4
2449,4
2451,4
2452,4
2453,4
2454,4
2455,4
2456,4
2458,4
2460,4
2461,4
2462,4
2464,4
2465,4
2466,4
2469,4
2470,4
2472,4
2473,4
2474,4
2475,4
2476,4
2477,4
2478,4
2479,4
2480,4
2481,4
2482,4
2483,4
2484,4
2485,4
2486,4
2487,4
2491,4
2492,4
2493,4
2494,4
2495,4
2496,4
2497,4
2499,4
2501,4
2502,4
2503,4
2504,4
2505,4
2507,4
2510,4
2511,4
2512,4
2513,4
2517,4
2518,4
2520,4
2521,4
2523,4
2524,4
2526,4
2527,4
2528,4
2529,4
2530,4
2531,4
2534,4
2535,4
2536,4
2538,4
2541,4
2542,4
2543,4
2544,4
2545,4
2546,4
2547,4
2548,4
2549,4
2550,4
2551,4
2552,4
2555,4
2557,4
2559,4
2560,4
2563,4
2564,4
2565,4
2566,4
2567,4
2570,4
2571,4
2574,4
2575,4
2576,4
2578,4
2579,4
2580,4
2582,4
2584,4
2585,4
2587,4
2588,4
2594,4
2595,4
2596,4
2597,4
2598,4
2599,4
2601,4
2604,4
2608,4
2609,4
2611,4
2612,4
2613,4
2614,4
2615,4
2619,4
2622,4
2623,4
2625,4
2626,4
2627,4
2631,4
2632,4
2633,4
2634,4
2637,4
2638,4
2639,4
2640,4
2642,4
2643,4
2644,4
2645,4
2646,4
2647,4
2648,4
2650,4
2651,4
2653,4
2654,4
2656,4
2657,4
2658,4
2659,4
2660,4
2661,4
2662,4
2664,4
2666,4
2667,4
2668,4
2671,4
2672,4
2674,4
2676,4
2677,4
2679,4
2680,4
2682,4
2683,4
2685,4
2687,4
2688,4
2689,4
2690,4
2691,4
2692,4
2694,4
2695,4
2696,4
2697,4
2698,4
2704,4
2705,4
2709,4
2713,4
2714,4
2715,4
2716,4
2717,4
2718,4
2719,4
2722,4
2723,4
2724,4
2725,4
2726,4
2727,4
2728,4
2729,4
2730,4
2732,4
2733,4
2734,4
2735,4
2736,4
2737,4
2740,4
2742,4
2743,4
2744,4
2745,4
2746,4
2748,4
2749,4
2750,4
2751,4
2752,4
2753,4
2754,4
2755,4
2756,4
2757,4
2758,4
2759,4
2761,4
2763,4
2764,4
2765,4
2766,4
2767,4
2768,4
2770,4
2771,4
2772,4
2775,4
2776,4
2778,4
2779,4
2780,4
2781,4
2782,4
2784,4
2785,4
2786,4
2787,4
2790,4
2793,4
2794,4
2795,4
2797,4
2798,4
2801,4
2802,4
2804,4
2805,4
2806,4
2807,4
2808,4
2809,4
2812,4
2815,4
2817,4
2818,4
2819,4
2820,4
2822,4
2824,4
2826,4
2827,4
2828,4
2829,4
2832,4
2833,4
2834,4
2836,4
2837,4
2838,4
2839,4
2840,4
2841,4
2842,4
2843,4
2845,4
2846,4
2851,4
2852,4
2853,4
2856,4
2857,4
2858,4
2859,4
2860,4
2862,4
2863,4
2864,4
2865,4
2866,4
2867,4
2868,4
2869,4
2870,4
2871,4
2872,4
2873,4
2876,4
2878,4
2879,4
2881,4
2882,4
2885,4
2886,4
2887,4
2888,4
2889,4
2890,4
2892,4
2893,4
2895,4
2897,4
2898,4
2899,4
2900,4
2901,4
2902,4
2904,4
2905,4
2906,4
2907,4
2909,4
2912,4
2913,4
2916,4
2917,4
2918,4
2919,4
2920,4
2922,4
2923,4
2924,4
2925,4
2926,4
2927,4
2928,4
2929,4
2930,4
2931,4
2932,4
2933,4
2935,4
2936,4
2937,4
2939,4
2940,4
2941,4
2943,4
2944,4
2945,4
2946,4
2950,4
2952,4
2953,4
2955,4
2956,4
2958,4
2959,4
2961,4
2962,4
2963,4
2968,4
2969,4
2970,4
2971,4
2974,4
2976,4
2979,4
2980,4
2981,4
2983,4
2984,4
2987,4
2988,4
2989,4
2990,4
2991,4
2992,4
2993,4
2994,4
2996,4
2997,4
2998,4
2999,4
3002,4
3003,4
3004,4
3005,4
3006,4
3013,4
3014,4
3016,4
3019,4
3020,4
3021,4
3022,4
3023,4
3026,4
3030,4
3032,4
3033,4
3035,4
3036,4
3037,4
3038,4
3042,4
3043,4
3044,4
3045,4
3047,4
3048,4
3049,4
3050,4
3051,4
3052,4
3053,4
3054,4
3055,4
3056,4
3059,4
3060,4
3062,4
3063,4
3068,4
3069,4
3070,4
3071,4
3072,4
3074,4
3076,4
3077,4
3080,4
3082,4
3084,4
3085,4
3087,4
3088,4
3089,4
3090,4
3091,4
3093,4
3095,4
3096,4
3097,4
3098,4
3099,4
3100,4
3101,4
3102,4
3104,4
3105,4
3106,4
3107,4
3109,4
3110,4
3114,4
3115,4
3116,4
3117,4
3119,4
3122,4
3123,4
3124,4
3125,4
3126,4
3128,4
3129,4
3130,4
3132,4
3133,4
3134,4
3135,4
3136,4
3137,4
3138,4
3139,4
3141,4
3143,4
3146,4
3149,4
3150,4
3151,4
3153,4
3154,4
3158,4
3160,4
3163,4
3164,4
3165,4
3166,4
3167,4
3170,4
3171,4
3172,4
3173,4
3174,4
3175,4
3176,4
3178,4
3181,4
3182,4
3183,4
3186,4
3187,4
3188,4
3191,4
3192,4
3193,4
3195,4
3196,4
3197,4
3198,4
3200,4
3202,4
3203,4
3204,4
3205,4
3206,4
3207,4
3208,4
3209,4
3211,4
3212,4
3213,4
3214,4
3217,4
3218,4
3219,4
3220,4
3221,4
3222,4
3224,4
3225,4
3226,4
3227,4
3228,4
3230,4
3231,4
3232,4
3233,4
3234,4
3235,4
3236,4
3237,4
3238,4
3240,4
3241,4
3242,4
3243,4
3246,4
3248,4
3250,4
3251,4
3252,4
3253,4
3254,4
3255,4
3256,4
3257,4
3258,4
3259,4
3260,4
3262,4
3265,4
3266,4
3267,4
3268,4
3270,4
3271,4
3272,4
3273,4
3274,4
3276,4
3277,4
3279,4
3280,4
3283,4
3284,4
3285,4
3286,4
3287,4
3289,4
3290,4
3292,4
3293,4
3295,4
3296,4
3299,4
3300,4
3301,4
3302,4
3303,4
3304,4
3305,4
3306,4
3310,4
3311,4
3314,4
3316,4
3317,4
3318,4
3319,4
3320,4
3321,4
3322,4
3324,4
3325,4
3326,4
3327,4
3331,4
3332,4
3334,4
3335,4
3337,4
3338,4
3339,4
3340,4
3341,4
3342,4
3345,4
3346,4
3347,4
3348,4
3349,4
3351,4
3352,4
3354,4
3355,4
3356,4
3358,4
3359,4
3362,4
3363,4
3364,4
3365,4
3369,4
3370,4
3371,4
3372,4
3373,4
3376,4
3377,4
3378,4
3379,4
3380,4
3384,4
3385,4
3386,4
3388,4
3392,4
3395,4
3397,4
3398,4
3401,4
3402,4
3403,4
3405,4
3406,4
3407,4
3410,4
3411,4
3412,4
3413,4
3418,4
3419,4
3420,4
3421,4
3422,4
3423,4
3424,4
3428,4
3429,4
3430,4
3431,4
3432,4
3434,4
3437,4
3438,4
3439,4
3440,4
3441,4
3442,4
3443,4
3444,4
3445,4
3446,4
3447,4
3450,4
3453,4
3455,4
3456,4
3458,4
3461,4
3462,4
3463,4
3464,4
3467,4
3468,4
3471,4
3472,4
3473,4
3474,4
3475,4
3477,4
3478,4
3480,4
3481,4
3482,4
3483,4
3485,4
3486,4
3487,4
3488,4
3489,4
3492,4
3493,4
3495,4
3496,4
3499,4
3500,4
3501,4
3502,4
3503,4
3504,4
3507,4
3511,4
3513,4
3515,4
3516,4
3517,4
3518,4
3519,4
3520,4
3521,4
3523,4
3524,4
3525,4
3528,4
3529,4
3530,4
3531,4
3533,4
3534,4
3536,4
3538,4
3539,4
3540,4
3543,4
3544,4
3545,4
3546,4
3547,4
3549,4
3550,4
3551,4
3552,4
3554,4
3555,4
3556,4
3557,4
3562,4
3563,4
3564,4
3565,4
3566,4
3567,4
3568,4
3570,4
3571,4
3573,4
3574,4
3576,4
3579,4
3580,4
3581,4
3583,4
3584,4
3587,4
3588,4
3590,4
3591,4
3593,4
3597,4
3598,4
3599,4
3600,4
3601,4
3602,4
3603,4
3605,4
3606,4
3607,4
3608,4
3609,4
3610,4
3611,4
3612,4
3613,4
3614,4
3615,4
3617,4
3619,4
3620,4
3621,4
3622,4
3623,4
3624,4
3625,4
3626,4
3628,4
3631,4
3632,4
3633,4
3635,4
3636,4
3639,4
3640,4
3642,4
3643,4
3644,4
3647,4
3648,4
3649,4
3651,4
3652,4
3653,4
3654,4
3655,4
3656,4
3657,4
3658,4
3659,4
3660,4
3662,4
3663,4
3665,4
3666,4
3667,4
3668,4
3669,4
3670,4
3673,4
3675,4
3678,4
3679,4
3680,4
3681,4
3682,4
3683,4
3684,4
3686,4
3687,4
3688,4
3689,4
3690,4
3691,4
3692,4
3693,4
3694,4
3695,4
3696,4
3697,4
3699,4
3700,4
3703,4
3704,4
3705,4
3706,4
3707,4
3708,4
3709,4
3710,4
3711,4
3712,4
3713,4
3714,4
3715,4
3716,4
3717,4
3719,4
3720,4
3721,4
3723,4
3724,4
3725,4
3726,4
3727,4
3729,4
3731,4
3733,4
3734,4
3738,4
3740,4
3741,4
3742,4
3743,4
3745,4
3746,4
3749,4
3751,4
3752,4
3753,4
3754,4
3756,4
3758,4
3761,4
3765,4
3766,4
3767,4
3768,4
3769,4
3772,4
3775,4
3777,4
3778,4
3779,4
3782,4
3783,4
3785,4
3786,4
3787,4
3788,4
3789,4
3790,4
3791,4
3792,4
3793,4
3794,4
3795,4
3796,4
3797,4
3798,4
3799,4
3800,4
3801,4
3802,4
3803,4
3804,4
3805,4
3806,4
3808,4
3810,4
3811,4
3812,4
3816,4
3817,4
3819,4
3822,4
3823,4
3824,4
3825,4
3827,4
3828,4
3829,4
3830,4
3831,4
3832,4
3836,4
3838,4
3839,4
3841,4
3842,4
3843,4
3844,4
3845,4
3847,4
3848,4
3849,4
3850,4
3851,4
3853,4
3854,4
3855,4
3858,4
3860,4
3861,4
3862,4
3863,4
3864,4
3865,4
3866,4
3869,4
3870,4
3871,4
3872,4
3874,4
3875,4
3876,4
3877,4
3878,4
3879,4
3880,4
3882,4
3884,4
3886,4
3887,4
3888,4
3889,4
3890,4
3891,4
3892,4
3894,4
3895,4
3898,4
3899,4
3900,4
3901,4
3902,4
3905,4
3906,4
3910,4
3912,4
3913,4
3914,4
3915,4
3918,4
3919,4
3920,4
3923,4
3924,4
3925,4
3927,4
3928,4
3929,4
3930,4
3932,4
3933,4
3939,4
3941,4
3943,4
3944,4
3945,4
3946,4
3950,4
3951,4
3952,4
3955,4
3956,4
3957,4
3958,4
3959,4
3960,4
3962,4
3965,4
3966,4
3967,4
3968,4
3969,4
3970,4
3971,4
3972,4
3974,4
3975,4
3976,4
3977,4
3978,4
3979,4
3981,4
3982,4
3983,4
3985,4
3986,4
3990,4
3991,4
3992,4
3993,4
3994,4
3995,4
3996,4
3997,4
3998,4
3999,4
4001,4
4003,4
4004,4
4006,4
4007,4
4009,4
4010,4
4011,4
4012,4
4013,4
4015,4
4016,4
4017,4
4018,4
4019,4
4020,4
4021,4
4022,4
4023,4
4025,4
4026,4
4027,4
4028,4
4029,4
4031,4
4034,4
4035,4
4036,4
4039,4
4040,4
4041,4
4042,4
4044,4
4045,4
4047,4
4049,4
4050,4
4052,4
4056,4
4060,4
4061,4
4062,4
4063,4
4066,4
4068,4
4069,4
4070,4
4072,4
4073,4
4074,4
4075,4
4077,4
4081,4
4082,4
4083,4
4085,4
4086,4
4088,4
4089,4
4091,4
4093,4
4094,4
4095,4
4097,4
4098,4
4099,4
4100,4
4101,4
4103,4
4105,4
4106,4
4107,4
4108,4
4109,4
4111,4
4112,4
4114,4
4115,4
4116,4
4117,4
4119,4
4120,4
4122,4
4123,4
4124,4
4125,4
4126,4
4127,4
4128,4
4130,4
4133,4
4134,4
4135,4
4138,4
4139,4
4140,4
4141,4
4142,4
4143,4
4145,4
4146,4
4149,4
4152,4
4155,4
4156,4
4158,4
4159,4
4162,4
4163,4
4164,4
4166,4
4167,4
4168,4
4170,4
4171,4
4172,4
4175,4
4176,4
4177,4
4178,4
4180,4
4182,4
4183,4
4184,4
4185,4
4187,4
4189,4
4190,4
4191,4
4192,4
4194,4
4195,4
4197,4
4198,4
4199,4
4200,4
4201,4
4203,4
4204,4
4205,4
4207,4
4209,4
4211,4
4212,4
4213,4
4214,4
4216,4
4218,4
4219,4
4221,4
4222,4
4223,4
4224,4
4227,4
4228,4
4229,4
4231,4
4232,4
4233,4
4234,4
4235,4
4236,4
4237,4
4239,4
4240,4
4242,4
4244,4
4250,4
4251,4
4252,4
